Unnamed: 0,x_test,future
,[154 126 152 103 4 152 126 4 128 152 83 152 4 75 46 55 83 180 152 55 152 131 126 97 152 53 152 60 154 153 152 53],[152 128  83 152  89  75 126  83]
,"[160  56  54 160  56  13 160 113 134 160 113 165 160 123 160 110  71 160
 161 117 118 151 117 118 123 117 118 151 117  77  73 117]",[117 124  71 117  77  73 117  15]
,[160 56 54 160 56 13 160 113 134 160 113 165 160 123 160 110 71 160 161 117 118 151 117 118 123 117 118 151 117 77 73 117],[117 124  71 117  77  73 117  15]
,"[ 93  93  93 165  94 134  41  41  86  71  46 134  87  87 160  69  82 134
  93  93  93 165 134  93  93  93  87  82 179 134 132 132]",[ 93  69 134  82  15 132  82  28]
,[93 93 93 165 94 134 41 41 86 71 46 134 87 87 160 69 82 134 93 93 93 165 134 93 93 93 87 82 179 134 132 132],[ 93  69 134  82  15 132  82  28]
,"[129 132 132 129  88  73  49   0  69  29   5  22 129  37  88 110 178  66
  29 117  73  71   5 128 123 160  49  73  71  22 129 129]",[129 110  66 129 100 129  66  51]
,[129 132 132 129 88 73 49 0 69 29 5 22 129 37 88 110 178 66 29 117 73 71 5 128 123 160 49 73 71 22 129 129],[129 110  66 129 100 129  66  51]
,"[ 46   9 105  46  82 165  46  82  46   9   7  46  46 165   7  46   7   9
  18   7 118  49 112  15 112  15 112  15 112  15 165  54]",[117  95 110  25 118  25 118  25]
,[46 9 105 46 82 165 46 82 46 9 7 46 46 165 7 46 7 9 18 7 118 49 112 15 112 15 112 15 112 15 165 54],[117  95 110  25 118  25 118  25]
,"[152  98  63  53  53 136  63  53 153  53  17  63 123  13 173  63  26  26
 136  63  26  97  26 123  63 144 152  98  63  53  53 136]",[ 53 153  53  17  63 123  13 173]
,[152 98 63 53 53 136 63 53 153 53 17 63 123 13 173 63 26 26 136 63 26 97 26 123 63 144 152 98 63 53 53 136],[ 53 153  53  17  63 123  13 173]
,"[ 94  80  35 103  91  50 136  17  71 144 150  17  91  80 151  17  91  50
  17  50 136  61  80  35  91  45  50 136  17  71 144  13]",[ 71  50  35  78  71  50 136  71]
,[94 80 35 103 91 50 136 17 71 144 150 17 91 80 151 17 91 50 17 50 136 61 80 35 91 45 50 136 17 71 144 13],[ 71  50  35  78  71  50 136  71]
,"[128 165  50 165 166 123 105  80 128 123  18   9 123  26  14 159  53  78
 123  50 123   7  82   9 105 134 165  53  17 165   7  14]",[ 82 117 165  54 165 166  50 153]
,[128 165 50 165 166 123 105 80 128 123 18 9 123 26 14 159 53 78 123 50 123 7 82 9 105 134 165 53 17 165 7 14],[ 82 117 165  54 165 166  50 153]
,"[114 136  14  82  46 105  14  17  23  71  34  14 179 176 162 165 132 179
 132 165  82  46 153  14 165  11  85 153 127   7  15  82]",[165  91  82 179  85  82 112 151]
,[114 136 14 82 46 105 14 17 23 71 34 14 179 176 162 165 132 179 132 165 82 46 153 14 165 11 85 153 127 7 15 82],[165  91  82 179  85  82 112 151]
,"[ 55 126  55 180  55  70  55 159  55  83  55  35  55 126  55  35 108 126
  39  82  39 126  39 126  39 126  39 126  82  39 126  39]",[ 39 126  39  91  39 126  39  14]
,[55 126 55 180 55 70 55 159 55 83 55 35 55 126 55 35 108 126 39 82 39 126 39 126 39 126 39 126 82 39 126 39],[ 39 126  39  91  39 126  39  14]
,"[173  98  36  63 115  60  26  53   7 162  53  26 115  63  36 130 152  33
 173 130 136  36  63  18 127  53 127 131  63  18 127  13]",[ 97  85 166 180 179  60 166 180]
,[173 98 36 63 115 60 26 53 7 162 53 26 115 63 36 130 152 33 173 130 136 36 63 18 127 53 127 131 63 18 127 13],[ 97  85 166 180 179  60 166 180]
,"[ 97  53  83  97  53  26 127  26 115 128  18 115 102 112 115 102 130 102
 130  98  45 130  98 119 124  98 119 119  90  60  90 149]",[131  90  19  33 173  98  36  63]
,[97 53 83 97 53 26 127 26 115 128 18 115 102 112 115 102 130 102 130 98 45 130 98 119 124 98 119 119 90 60 90 149],[131  90  19  33 173  98  36  63]
,"[155 155  19  19  19  19 155 155 155 155  19  19  19  19  19  19  19  19
  19  19  19  19  37  37  37  37  68  68  68  68 155 155]",[ 0 65  0 65  0 65  0 80]
,[155 155 19 19 19 19 155 155 155 155 19 19 19 19 19 19 19 19 19 19 19 19 37 37 37 37 68 68 68 68 155 155],[ 0 65  0 65  0 65  0 80]
,"[ 35 145  13  17  50  17  13  17  13  17  50  17  13  80 100 160  17  14
   9  14  17 136 152  17 136   9 136  17  46  83  73  17]",[ 80 136  17 136  17 136  94  35]
,[35 145 13 17 50 17 13 17 13 17 50 17 13 80 100 160 17 14 9 14 17 136 152 17 136 9 136 17 46 83 73 17],[ 80 136  17 136  17 136  94  35]
,"[ 83 126  83 126  83 126  83 126  83 101  83 159  35 136 123 136  35 159
 180  97 178   8  54 117 136 152 144  60  73 174 152 140]",[  4 154   4 154   4 154   4 154]
,[83 126 83 126 83 126 83 126 83 101 83 159 35 136 123 136 35 159 180 97 178 8 54 117 136 152 144 60 73 174 152 140],[  4 154   4 154   4 154   4 154]
,"[144  80 161  37  37  37 144  80 161  37  37  37 144  80 140  75  75  75
 144  75 140 144  75   1   9 171  77   9 126 149   9 179]",[ 52  52  52  54 177  52  52  52]
,[144 80 161 37 37 37 144 80 161 37 37 37 144 80 140 75 75 75 144 75 140 144 75 1 9 171 77 9 126 149 9 179],[ 52  52  52  54 177  52  52  52]
,"[ 73  71 153  54 153  73 123 153 136 153  73  71  54  73 123 136  33 173
  73  71  98  54  98  73 123  98 136  98  73  71  54  73]",[136   9  35  73  71   9  54   9]
,[73 71 153 54 153 73 123 153 136 153 73 71 54 73 123 136 33 173 73 71 98 54 98 73 123 98 136 98 73 71 54 73],[136   9  35  73  71   9  54   9]
,"[ 14 159 123   9  50  14 123  73 123  14   9 110 174 107 134  45 142 128
  77 174 142 128  75 174 107 134  45  59 128  77 174  59]",[ 16  60  16  60   1 152   1 152]
,[14 159 123 9 50 14 123 73 123 14 9 110 174 107 134 45 142 128 77 174 142 128 75 174 107 134 45 59 128 77 174 59],[ 16  60  16  60   1 152   1 152]
,"[ 94  78  50  54  35  50  17  46 148  17  91  80  91  17  91  17  91  80
  91  17  46  73  45   9 136  94  13  35 136  35 152 136]",[136 128 123  13  91 103 151 144]
,[94 78 50 54 35 50 17 46 148 17 91 80 91 17 91 17 91 80 91 17 46 73 45 9 136 94 13 35 136 35 152 136],[136 128 123  13  91 103 151 144]
,"[154  97 154 108 131 152 131 151  43  97  43 108 131 152 131  13  46  92
 180 166 180 166  85 166  85  97  85  92  97  53  97  53]",[ 18  63  36 130 152  36  63  36]
,[154 97 154 108 131 152 131 151 43 97 43 108 131 152 131 13 46 92 180 166 180 166 85 166 85 97 85 92 97 53 97 53],[ 18  63  36 130 152  36  63  36]
,"[ 95 121 179  95 121  95 179  61 121  95 179  61 121  95 166 161  37 112
  85 112  15 112  15 112  15 112  15  85 112  15 112  85]",[ 15 112  85 161  15 112  85  47]
,[95 121 179 95 121 95 179 61 121 95 179 61 121 95 166 161 37 112 85 112 15 112 15 112 15 112 15 85 112 15 112 85],[ 15 112  85 161  15 112  85  47]
,"[ 57 152 159 151 123 174 159  73 110  22 159  73  71 174  94  73 124  69
  94  73  14 128 105 123 149  73 105 123  91  13  85 136]",[123  85 136   9  73 153  14  22]
,[57 152 159 151 123 174 159 73 110 22 159 73 71 174 94 73 124 69 94 73 14 128 105 123 149 73 105 123 91 13 85 136],[123  85 136   9  73 153  14  22]
,"[ 73 149  75  24 124  75 174 128  73 124 174  78  73 149 174 152  73 158
 150 152 151  10  21  78  78  78  78  78  52  37  66  19]",[177  60  78  66 177 128  78  52]
,[73 149 75 24 124 75 174 128 73 124 174 78 73 149 174 152 73 158 150 152 151 10 21 78 78 78 78 78 52 37 66 19],[177  60  78  66 177 128  78  52]
,"[ 80  46  35  46   9  29  46  35  46  35 159  35 159  35  29 159  35 159
  91  80  91  80  91  29  80  91  80  50  60  35  50  35]",[148  35  50  35  14 128   9  14]
,[80 46 35 46 9 29 46 35 46 35 159 35 159 35 29 159 35 159 91 80 91 80 91 29 80 91 80 50 60 35 50 35],[148  35  50  35  14 128   9  14]
,"[  6  60 171 122 171 122 171 122 145 122 145  42 145 122 145  42 145 122
 148   6 148   6 148   6   2 165   2 165   2 165  71  96]",[132  54 132  54 132  54 157  54]
,[6 60 171 122 171 122 171 122 145 122 145 42 145 122 145 42 145 122 148 6 148 6 148 6 2 165 2 165 2 165 71 96],[132  54 132  54 132  54 157  54]
,"[ 46  91  14  91  14  91 180  94  91 136 180 136  91  94  91 136  91 136
  91  94  91 136 180 156 136  91  94  91 136  91 136  91]",[ 91 136 180  45  13  35  50  94]
,[46 91 14 91 14 91 180 94 91 136 180 136 91 94 91 136 91 136 91 94 91 136 180 156 136 91 94 91 136 91 136 91],[ 91 136 180  45  13  35  50  94]
,"[163  93  93  93  93  93  93  93  93  93  93  93  35  93  93  93  35  93
  93  93  80  93  93  93  35 140  42 152  42 152  42 152]",[152  42 152  42  35 152  42 152]
,[163 93 93 93 93 93 93 93 93 93 93 93 35 93 93 93 35 93 93 93 80 93 93 93 35 140 42 152 42 152 42 152],[152  42 152  42  35 152  42 152]
,"[166 153  97  53  26 128 159 123  26 128 159 123  26 128 159 123 100  45
 162  71 110 162  45 100 110 123 128 123  26 128 159 123]",[128  18 103  46  17  18 103  42]
,[166 153 97 53 26 128 159 123 26 128 159 123 26 128 159 123 100 45 162 71 110 162 45 100 110 123 128 123 26 128 159 123],[128  18 103  46  17  18 103  42]
,"[123  80 157  35  42 144  91 150  80  71  35 117 150  80 144  91 103 150
  80  71  35 117 150  80 144  91 150 103  50 144 150 103]",[144 174 103 136  35   9 145  80]
,[123 80 157 35 42 144 91 150 80 71 35 117 150 80 144 91 103 150 80 71 35 117 150 80 144 91 150 103 50 144 150 103],[144 174 103 136  35   9 145  80]
,"[120 129 120 129 120 120 129 120 129 120 129 120 129 109 177 131 128  78
 177 131 128  29  78  99 177 131 128  99  78  29 177 131]",[ 29  78  51 177 131 103  51  78]
,[120 129 120 129 120 120 129 120 129 120 129 120 129 109 177 131 128 78 177 131 128 29 78 99 177 131 128 99 78 29 177 131],[ 29  78  51 177 131 103  51  78]
,"[140 137 140 137 140  64 163 138 163 138 163 138 163  61  47 108  47 108
  47 163 140 134  55  99  55  99   5  64  93  99 178  99]",[ 55  70  99  99 157  55  55  99]
,[140 137 140 137 140 64 163 138 163 138 163 138 163 61 47 108 47 108 47 163 140 134 55 99 55 99 5 64 93 99 178 99],[ 55  70  99  99 157  55  55  99]
,"[ 95   0 112  29 135   5 112  29  95  99  19 178 121  88  87 129  95  49
  87 129 165 134  66 112 100 163 134  66 161  66 178  87]",[112  29 149   5  52  49  87  51]
,[95 0 112 29 135 5 112 29 95 99 19 178 121 88 87 129 95 49 87 129 165 134 66 112 100 163 134 66 161 66 178 87],[112  29 149   5  52  49  87  51]
,"[ 58  47  10 113  10 116  10 116 170 164  79  51   8 164 129  67  51 164
  29  62  20 116 116  62  51 129  62   8  29 164 178   8]",[ 51 129 129  29  66  66  50  66]
,[58 47 10 113 10 116 10 116 170 164 79 51 8 164 129 67 51 164 29 62 20 116 116 62 51 129 62 8 29 164 178 8],[ 51 129 129  29  66  66  50  66]
,"[131  46  35  14  35  46  35 137 131  46 105  97 131 105  46  35  46 105
 180 108 131  85  97 180 131  85  53 180  85  26  46 163]",[105  18 180 131  85  63 105  97]
,[131 46 35 14 35 46 35 137 131 46 105 97 131 105 46 35 46 105 180 108 131 85 97 180 131 85 53 180 85 26 46 163],[105  18 180 131  85  63 105  97]
,"[ 71 152 180 150 152  71 152 180 150 152  71 152 166 150 152  85  71 152
  46 150 103 144 103 150 103 144 103 150 103 144 103  94]",[103  80 151 103  94 150 152  71]
,[71 152 180 150 152 71 152 180 150 152 71 152 166 150 152 85 71 152 46 150 103 144 103 150 103 144 103 150 103 144 103 94],[103  80 151 103  94 150 152  71]
,"[ 22 100  22  80  50 123  78  82 179 144 159 165  19  66  22  66  38  60
 134 155 128  60 120 128 113 128 165  50 177  14   9  50]",[177  66 140 161 161 161 161 118]
,[22 100 22 80 50 123 78 82 179 144 159 165 19 66 22 66 38 60 134 155 128 60 120 128 113 128 165 50 177 14 9 50],[177  66 140 161 161 161 161 118]
,"[ 73  14  31  45  73  71  73  14 146  45 151  71 151 136  50  13  94  50
 179  54 166  71 127  13 115  78  36 117  45 134 131  60]",[144  78  54  60  78 144  78  54]
,[73 14 31 45 73 71 73 14 146 45 151 71 151 136 50 13 94 50 179 54 166 71 127 13 115 78 36 117 45 134 131 60],[144  78  54  60  78 144  78  54]
,"[151 111 111  11  73  66 177 172 123 177  17 177  14  82 137  46 105 177
   7 179 177  37 177  37 150  37  11 145 174  37 172  37]",[ 37  96 121  96  96  21  75  37]
,[151 111 111 11 73 66 177 172 123 177 17 177 14 82 137 46 105 177 7 179 177 37 177 37 150 37 11 145 174 37 172 37],[ 37  96 121  96  96  21  75  37]
,"[150 177 150 118 161 118 161 137 118 150 174  84 134  45  31 174 150 174
 137 140 137  12 163  12 163 161  12 137 163 177 163  67]",[ 67 150  67 150   6  60  57  45]
,[150 177 150 118 161 118 161 137 118 150 174 84 134 45 31 174 150 174 137 140 137 12 163 12 163 161 12 137 163 177 163 67],[ 67 150  67 150   6  60  57  45]
,"[158 123  50 149  82 159  19 123  50 129  82 159   9 159  82 159 123  50
  82 159 123  50 100  82 159 155  66 159 158 141 159  66]",[110 159 123  14   9 159 123  14]
,[158 123 50 149 82 159 19 123 50 129 82 159 9 159 82 159 123 50 82 159 123 50 100 82 159 155 66 159 158 141 159 66],[110 159 123  14   9 159 123  14]
,"[163 123  50 134 163  14 163 145 131 163 174 131 134 131 174 131 177 137
 177 163 161  92 163 163 163 163  50 163 163  35 163 163]",[138 138 138 138  91 138 138  82]
,[163 123 50 134 163 14 163 145 131 163 174 131 134 131 174 131 177 137 177 163 161 92 163 163 163 163 50 163 163 35 163 163],[138 138 138 138  91 138 138  82]
,"[180 109  29  59   0  37  99 126   0  77   0  59 149 180 179  55  83 180
 179 149 126  46 180 154  35 103 166  83 152 122  78  70]",[116  55 131 128 152 128 152  13]
,[180 109 29 59 0 37 99 126 0 77 0 59 149 180 179 55 83 180 179 149 126 46 180 154 35 103 166 83 152 122 78 70],[116  55 131 128 152 128 152  13]
,"[  4 135   4  83 126  52 154  83 180 126 180 180 136 126 136 126  50 154
 136 126 162 180 154 136 126 136 126 126 116   1 154  83]",[ 83  55 132 150 132 150 103 165]
,[4 135 4 83 126 52 154 83 180 126 180 180 136 126 136 126 50 154 136 126 162 180 154 136 126 136 126 126 116 1 154 83],[ 83  55 132 150 132 150 103 165]
,"[152  55 131 152 126  97 152  53  60 152 153 154 152  53  53 152 128  83
 152  89  75 126  83 180 152 126 131 152 126  26 152  18]",[174 128  22  53 128  26 128 177]
,[152 55 131 152 126 97 152 53 60 152 153 154 152 53 53 152 128 83 152 89 75 126 83 180 152 126 131 152 126 26 152 18],[174 128  22  53 128  26 128 177]
,"[138   9 170  73 144  54 144  73 144  73 144  54 144  73 123 161 128 151
 165 151 128 151 128 151 165 151 128  17 163 103 151 144]",[103 151 103 151 144 151 103  17]
,[138 9 170 73 144 54 144 73 144 73 144 54 144 73 123 161 128 151 165 151 128 151 128 151 165 151 128 17 163 103 151 144],[103 151 103 151 144 151 103  17]
,"[ 29  71 123  71 123  54 123 155  52  16  52 104   0 104   0 124 136 149
   9  68 159  29  94 159  94 159 179 159 155  52  58  50]",[ 26 127  26  63   7 155 155  50]
,[29 71 123 71 123 54 123 155 52 16 52 104 0 104 0 124 136 149 9 68 159 29 94 159 94 159 179 159 155 52 58 50],[ 26 127  26  63   7 155 155  50]
,"[129 120 120 129 120 129 120 129 120 129 109 177 131 128  78 177 131 128
  29  78  99 177 131 128  99  78  29 177 131 128  29  78]",[177 131 103  51  78  99 177 131]
,[129 120 120 129 120 129 120 129 120 129 109 177 131 128 78 177 131 128 29 78 99 177 131 128 99 78 29 177 131 128 29 78],[177 131 103  51  78  99 177 131]
,"[100 100 100 168 120 168 120 175 175 175 175 175 175 175 175 175 175 175
 175 175 175 175 175 133 133 133 133  87  22  41  95  46]",[134 160 165 160  17 179  46  94]
,[100 100 100 168 120 168 120 175 175 175 175 175 175 175 175 175 175 175 175 175 175 175 175 133 133 133 133 87 22 41 95 46],[134 160 165 160  17 179  46  94]
,"[ 22 100  22 158  29  10  19 159 158  38 158  38 158 141 149  66  19  66
  19 158  38 100  22 100  22 158  29  10  19 158  38 100]",[100  22 158  29  10  19 158  38]
,[22 100 22 158 29 10 19 159 158 38 158 38 158 141 149 66 19 66 19 158 38 100 22 100 22 158 29 10 19 158 38 100],[100  22 158  29  10  19 158  38]
,"[136  36  17 144  33  36  18  18  50  36  18  53  18  17  36 123  78 119
  36  26  26  50  36  26   7  26 136  36  17 144  33  36]",[ 18  50  36  18  53  18  17 173]
,[136 36 17 144 33 36 18 18 50 36 18 53 18 17 36 123 78 119 36 26 26 50 36 26 7 26 136 36 17 144 33 36],[ 18  50  36  18  53  18  17 173]
,"[132 179 105  15 179  85 132 105 179 110  46  94  11  82  94 110  46 179
  11 105  85 148 166  42  85 166 148  85 166  42  85 153]",[127 102  77 115  18 124 127   7]
,[132 179 105 15 179 85 132 105 179 110 46 94 11 82 94 110 46 179 11 105 85 148 166 42 85 166 148 85 166 42 85 153],[127 102  77 115  18 124 127   7]
,"[ 75  75   0 107   0  59 149 179 180 166 166 166 180 179 153 166 180 179
 159  94  82  94 159 166 180 179  16 144   1 144 144 144]",[  1 144  16 144 100 144 123  54]
,[75 75 0 107 0 59 149 179 180 166 166 166 180 179 153 166 180 179 159 94 82 94 159 166 180 179 16 144 1 144 144 144],[  1 144  16 144 100 144 123  54]
,"[ 80  16 179 166  53 179 166  97 115 159 113 105   7  26  94 179 166 127
  82 113 159 105   7  35  56  94 105  97 165 134  71  45]",[128  54 117  14 160  91 151  35]
,[80 16 179 166 53 179 166 97 115 159 113 105 7 26 94 179 166 127 82 113 159 105 7 35 56 94 105 97 165 134 71 45],[128  54 117  14 160  91 151  35]
,"[ 46  78  13  17 159 152  13 123  80 152  73 144  35 131 128  13 128 152
  13  45 117  13  35 128 152  13 159 180 131 128  13 116]",[152  13 116  45 117  13 116 128]
,[46 78 13 17 159 152 13 123 80 152 73 144 35 131 128 13 128 152 13 45 117 13 35 128 152 13 159 180 131 128 13 116],[152  13 116  45 117  13 116 128]
,"[ 46 151 132 132 166  13  85 165 169 169  97  95  34  34   7  28 114 114
 127 122   7   6 169 169  97  86  56  56  97  86  56  56]",[ 56  56  97 145   7   6  28  28]
,[46 151 132 132 166 13 85 165 169 169 97 95 34 34 7 28 114 114 127 122 7 6 169 169 97 86 56 56 97 86 56 56],[ 56  56  97 145   7   6  28  28]
,"[ 88  88  68  15 129 132 112  15 132 129 112 132  15 129 129 112 132  51
  28   6 132  28  51   6  28 132  51  51   6  11  51  87]",[ 11  87  51 110  87  11  51  51]
,[88 88 68 15 129 132 112 15 132 129 112 132 15 129 129 112 132 51 28 6 132 28 51 6 28 132 51 51 6 11 51 87],[ 11  87  51 110  87  11  51  51]
,"[ 86  41  15 134 151  93 160  28  28  15 132 126  68  93  87  87  17  46
 165 114  87  64  41  41 122  39  70 106  83  64 122  93]",[32 41 86 95 28 87 93 87]
,[86 41 15 134 151 93 160 28 28 15 132 126 68 93 87 87 17 46 165 114 87 64 41 41 122 39 70 106 83 64 122 93],[32 41 86 95 28 87 93 87]
,"[ 87 129 124   8  19 178 141   0 112  29  28   5 112  29  65  49 133  49
  54 179 179  65   0 178  49   8 178 133  49  49 129   8]",[ 49  49   8 178 133  49  49  49]
,[87 129 124 8 19 178 141 0 112 29 28 5 112 29 65 49 133 49 54 179 179 65 0 178 49 8 178 133 49 49 129 8],[ 49  49   8 178 133  49  49  49]
,"[ 50  71 144  13 144  13 144  71 117 144 152  13  78 136  29  13 144  54
  71 144  13 144  13 144  71 177 144  13  50 150 151 144]",[151 144  91 161 140  13 161  71]
,[50 71 144 13 144 13 144 71 117 144 152 13 78 136 29 13 144 54 71 144 13 144 13 144 71 177 144 13 50 150 151 144],[151 144  91 161 140  13 161  71]
,"[179 153 153 159 158 166 166 159 111 105 105 159 180 180 159 179 179 132
 180 180 132 179 179  52  52 180 180  52  52 179 179  66]",[159 159 110 111 159 159  10  78]
,[179 153 153 159 158 166 166 159 111 105 105 159 180 180 159 179 179 132 180 180 132 179 179 52 52 180 180 52 52 179 179 66],[159 159 110 111 159 159  10  78]
,"[118 161 134 161  15  47 161  47 110  15 161 134 161  87  47 163  47 163
 134 163 132  47 163  47  96  96 163 134 163  87  47 163]",[ 15  87 163 134 163  15  47 161]
,[118 161 134 161 15 47 161 47 110 15 161 134 161 87 47 163 47 163 134 163 132 47 163 47 96 96 163 134 163 87 47 163],[ 15  87 163 134 163  15  47 161]
,"[ 82 159 165 166  78   7 128  26 134  36 177 119 138  90  47  31  31 146
 146 105   9  85  91 153  14   7 136  17  71  94  82  46]",[105   9  85  91 153  14   7 136]
,[82 159 165 166 78 7 128 26 134 36 177 119 138 90 47 31 31 146 146 105 9 85 91 153 14 7 136 17 71 94 82 46],[105   9  85  91 153  14   7 136]
,"[132 103 122 160 132 117 161 132  47 161 150  91 161 163  69  61  69 151
   6 144  69  71  45  69  61  45  69 151   6 165  69  13]",[152  68 151 176 160 137 176  61]
,[132 103 122 160 132 117 161 132 47 161 150 91 161 163 69 61 69 151 6 144 69 71 45 69 61 45 69 151 6 165 69 13],[152  68 151 176 160 137 176  61]
,"[180 128 166 180  70  46 159 152  46 159  70  80  35 128  70  80 152 159
  70 180 103  46 100  46 152 180  46 100 159  80 103 180]",[166 152 153 100  99 128  70 152]
,[180 128 166 180 70 46 159 152 46 159 70 80 35 128 70 80 152 159 70 180 103 46 100 46 152 180 46 100 159 80 103 180],[166 152 153 100  99 128  70 152]
,"[ 64 157 169   6 178  64  99  99  41  17  64 136  14  91  82  64  64  64
  64  64  64  57  99  55 178  99  64  64 169 169  55  55]",[ 51  51  51  28   6 157  82 178]
,[64 157 169 6 178 64 99 99 41 17 64 136 14 91 82 64 64 64 64 64 64 57 99 55 178 99 64 64 169 169 55 55],[ 51  51  51  28   6 157  82 178]
,"[105   7 105  82 165  46  17 105  14   7  82  18  46 105  14  85 105 179
  32 105 179  46 114 179  46  94  56  46  94  17 165  14]",[ 14 103  82  14  14  71  35  14]
,[105 7 105 82 165 46 17 105 14 7 82 18 46 105 14 85 105 179 32 105 179 46 114 179 46 94 56 46 94 17 165 14],[ 14 103  82  14  14  71  35  14]
,"[108 114  47 108  47 108  47 108  47 108  47 108  47 108  47 108  47 108
 118 181 181 181 181 118 181 181 118 181 181 118 181 108]",[108  47 163 161 163 161 177 150]
,[108 114 47 108 47 108 47 108 47 108 47 108 47 108 47 108 47 108 118 181 181 181 181 118 181 181 118 181 181 118 181 108],[108  47 163 161 163 161 177 150]
,"[  4 100   4 100  52   8 100   4  42   6  42   6  42   6  42   6  42   6
  42   6 122  51   6   8 148 157 156 106   6 148  15 156]",[156  15 156  15 156  15 156 104]
,[4 100 4 100 52 8 100 4 42 6 42 6 42 6 42 6 42 6 42 6 122 51 6 8 148 157 156 106 6 148 15 156],[156  15 156  15 156  15 156 104]
,"[ 46  17 105  14   7  82  18  46 105  14  85 105 179  32  85 179  46 114
 105  46  94  56 179  94  82  28  14  82  46 105   7 105]",[165  46  17 105  14   7  82  18]
,[46 17 105 14 7 82 18 46 105 14 85 105 179 32 85 179 46 114 105 46 94 56 179 94 82 28 14 82 46 105 7 105],[165  46  17 105  14   7  82  18]
,"[101 116  99   5  41  95 143   5  41  95 143  88  51  93 178  28  76  99
  51  93 178  28  76  88  88  95 176 139  88  95 176 139]",[ 88 156 116  44 139 157  88 156]
,[101 116 99 5 41 95 143 5 41 95 143 88 51 93 178 28 76 99 51 93 178 28 76 88 88 95 176 139 88 95 176 139],[ 88 156 116  44 139 157  88 156]
,"[165  54 165  85  91  46  14 150 151 153  17 151  85 144  91 105  45 151
  71 151 179  54  14 105 131 160  54 160 179  71  14 105]",[160  17 160  46 165  54 166 137]
,[165 54 165 85 91 46 14 150 151 153 17 151 85 144 91 105 45 151 71 151 179 54 14 105 131 160 54 160 179 71 14 105],[160  17 160  46 165  54 166 137]
,"[ 78  78  78  78  78  78  78  78  78  78 131 131 131 131 131 131 131 131
 131 131 131   3 179 131 163 163 163 163 163  46 163 163]",[163  61  47 108 169  28  28  28]
,[78 78 78 78 78 78 78 78 78 78 131 131 131 131 131 131 131 131 131 131 131 3 179 131 163 163 163 163 163 46 163 163],[163  61  47 108 169  28  28  28]
,"[ 50  78   9 136 129   9   8  78  50  54  50   1  78   9 136   9  16  78
  50  54  50   1  78   9 136   9  16  78  50  54  50  10]",[ 50 136  50  10  21   7 166 159]
,[50 78 9 136 129 9 8 78 50 54 50 1 78 9 136 9 16 78 50 54 50 1 78 9 136 9 16 78 50 54 50 10],[ 50 136  50  10  21   7 166 159]
,"[155 155 155  28  28 155 155 100 100 100 100 132 132 100 100  75  75  49
  59 129  59 129  37  29  29 155   8 155  52 155  52  37]",[ 37  93  37 155  60  78 155 155]
,[155 155 155 28 28 155 155 100 100 100 100 132 132 100 100 75 75 49 59 129 59 129 37 29 29 155 8 155 52 155 52 37],[ 37  93  37 155  60  78 155 155]
,"[ 44  76  18  93  28  86  27  95  95 114 102 114  94 118  82  91 114  14
  87  28 165  93   7  17 127  14  93  82  15  18  80  27]",[127  94 112  15 121  41  15 132]
,[44 76 18 93 28 86 27 95 95 114 102 114 94 118 82 91 114 14 87 28 165 93 7 17 127 14 93 82 15 18 80 27],[127  94 112  15 121  41  15 132]
,"[134  54 117 165 151  82 128 174  54 117 123 165  82 128  54 117 123 165
   9  60  54 117 144  73   9  60  54 117 144  73 118 118]",[ 65  30  30  65  65  65  65 118]
,[134 54 117 165 151 82 128 174 54 117 123 165 82 128 54 117 123 165 9 60 54 117 144 73 9 60 54 117 144 73 118 118],[ 65  30  30  65  65  65  65 118]
,"[101  57  69 124  38 112  49  69  24   5 118  49  77  69  49  77 124  77
 124 179  49 179  49 142 149 142 149 142 149 142 149 142]",[110 149 124   0 149 110 149 110]
,[101 57 69 124 38 112 49 69 24 5 118 49 77 69 49 77 124 77 124 179 49 179 49 142 149 142 149 142 149 142 149 142],[110 149 124   0 149 110 149 110]
,"[120 179 179 159 159  53  53 105  29  66  26  26  26 127  10  26  26  26
   7  26 119  10  98  98  10 119 119  10  36 102  16 115]",[115  18  16 115 115 115  53 115]
,[120 179 179 159 159 53 53 105 29 66 26 26 26 127 10 26 26 26 7 26 119 10 98 98 10 119 119 10 36 102 16 115],[115  18  16 115 115 115  53 115]
,"[145 122 145   8  17 103 157  99  29 122 145 162 122  83  70 145  52  55
 106  92  92 122 145 122 145   8  46 157  17  99  29 122]",[ 92  55 164  92  83  70  83  70]
,[145 122 145 8 17 103 157 99 29 122 145 162 122 83 70 145 52 55 106 92 92 122 145 122 145 8 46 157 17 99 29 122],[ 92  55 164  92  83  70  83  70]
,"[ 64  41  64  41  64  41  64  41  64 105  64  41  64 180  64  83  64  46
  64 122  64  46 140 122  39 122  39 122  39 122  39 122]",[159  39  70  39  70  39  70  39]
,[64 41 64 41 64 41 64 41 64 105 64 41 64 180 64 83 64 46 64 122 64 46 140 122 39 122 39 122 39 122 39 122],[159  39  70  39  70  39  70  39]
,"[ 99  25  99  25  99  77   0  77   0   0  77  77  29  29  74  74   5   5
 113 113 178 178 113 113   0   0  79  79 157 157  84  84]",[ 88  84  84 178 178 125 125  99]
,[99 25 99 25 99 77 0 77 0 0 77 77 29 29 74 74 5 5 113 113 178 178 113 113 0 0 79 79 157 157 84 84],[ 88  84  84 178 178 125 125  99]
