,x_val,future
13771,"[ 73 119 105  73  88 105 119 105  88  86  68  95 129  66 129  95 119 104
 122  88 149  88 122  29  52 129 149 119 149 129  73  31]",[149  86 129 149 119 129 149  86]
13772,"[180 119  29  97  11 155 158 119  29 173 153 155  41 155 153 155 119  29
  11 155  89 119  29  22  11 155  84 119  29  12  11 155]",[ 29 140  29  86  29 141 140 173]
13773,"[  7   8  91  63 140  89  60 146 127 113  91  63 140 125  37 146  73   3
  37 139  84  73  83   3 140  73 155  55 119 107  73  11]",[ 90  93 162 169 139  88  15 176]
13774,"[ 93  70 167  79  25  90  70 147 113   7 149 117 119  79  70 139  73  90
  25 147 113   7 149 117 119  79  70 139  73  90  25 147]",[  7 149  34  65 113  79  70  90]
13775,"[ 22  23   0 156  94  23  35   6  49   2 111  49 111   9  84 171  27 156
   0  23  27 110 144 167  85 116  83  85  83 116  85   6]",[105  95  80 110  23 165   0 124]
13776,"[ 11  80  90  70  79  25 180  11   2  90 157  79  81  81  80 120  93 157
 167   2  22 180  12  79  42  90  32  11 172  90  32  79]",[180  12   2  22 157 167 120  93]
13777,"[ 80 119  29  11 155 158  46  68  66   8 119 122 105  84  93  12 122  64
  30 102  30 102  30 102  30 102  30 102  30 102 124 102]",[  3  25 119  25   3 140 155  79]
13778,"[104 119  70   9 165  48 148 119  70 165  48  96 119  70 165  48 119  70
 165   3  31  70  86   4 105   3   9  70  86 105   3  27]",[ 86 105   3  70  86 105 140   4]
13779,"[ 70  66  22  80  22 105 165  22 105  80 165 105  80 165  95 105  93  80
 165 165  55 105  84  80  22 165   6 105  12  80  55 165]",[105 109  80  32 165  57 105 109]
13780,"[ 85   2 137  85 137 111 137 179 137 101 137  41 137 101 114 142 142 142
 142 142 142 142 142 142 142 158 114 124 132 124 132 124]",[124 132 124 132  29   1  62  56]
13781,"[ 70  29 129 140  48 122  29  73 165 140  11 122  73  29 129  11 140  89
  70  29  37 140  90  89  29  90 149 158  90  88  48  90]",[158 127  88 139 140 165  90  11]
13782,"[ 70  89  37  70 165  48 119 113 149 119 165  48 119 113 149 119 129  29
  29 167  37  29 129 140  73  55 119  73 165 140  29 141]",[ 29 149 140  29 129  70  29 149]
13783,"[  4   9  46  31  68  46 108 115 145 108 145   4  46   9 148  68  46 137
 108 145   4   9  46  31  68  46 108  49 145 108 145   4]",[145   4   9 148  81  68  46 108]
13784,"[157 120 120  35  17  36  36  35  45  47  47  35 177 177  35 157 157  76
 177 177  76 157 157 102 102 177 177 102 102 157 157  51]",[ 35  35 107  45  35  35 155 139]
13785,"[173  52  13  51  52 127  52  51 102  52 155  71 102 102  71   3  71 102
 104 119  73   7 155 139  65 111  60 104  68 154  68  68]",[119  73   7 155 139  65 111  60]
13786,"[ 97  27  27 117  97  17  17 180 115 115  20  27  27  27  27  27  27 180
  27  97  27 180  67  67 180  67  67 180  67  67  97  67]",[67 97 27 27 27 27 27 27]
13787,"[180  10  71 180 180   6  95  31  53  95  12  95  31  53  95 125 122  68
  83 122  71  55  88  68  83  88  31 141 129  52  26 129]",[141 129  18 103 129 140  37   1]
13788,"[ 92  38 180  95 101 180  38 180  95  65  35 133  65  35  95  65 180  22
  79  81  22 180  81  79  22 180  81  97  89 158  26  79]",[ 89  97   8 173  51  97   8 158]
13789,"[117  84 139  72  97  84  17  27  20  84  13  27  35  84  51  27 177  84
 130  35  72 130 111  84 180  72 117  84 139  72  97  84]",[ 27  65 141  17 129  20  12 118]
13790,"[113   7 149 117 119  79  70 139  73  90  25 147 113   7 149 117 119  79
  70 139  73  90  25 147 113   7 149  34  65 113  79  70]",[25 79 70 90 25 79 70 90]
13791,"[165  93  95  49 122 115   8  22 173 127   3 109 127  97 127   3  84 127
 173 117 127  48   8 127 155  79   3  25 122   3 127  79]",[ 25  93   3 127 173   3  86 105]
13792,"[127 144  79 119 151 173 179 124  95 124 170  93  93 170  43 121 179  43
 170 179 174  69 162  27  68 164  68  68  68  68 164  68]",[ 68 144  68 148   9 164  18 145]
13793,"[ 70  65 117  78 167  89  55  66   8  70 167  73  88  25  93  29 129  48
 165  29 129  48 165 140  37   7 149  48 165  29 129   7]",[ 48 165  29 129  73  88  70 167]
13794,"[101  77  69  97  65  69 101  65  69 157 130 170  20 117  91  65  54 117
  65  91 117  65  54 117  65  91 117  20  54 117 158  91]",[117  54 139 127  91  90  54 127]
13795,"[ 93  93  93  93  93 174 179 162  69 179  12  22  93  69  12  95  93 174
  12 122  93 107 125 122  88  49   0  95  95  95  95  95]",[ 17 175 143  17   6  84  95 175]
13796,"[ 74  73  74 124  74  70 114  53 142  29 142 178 142 140 142  21 142  90
 142  53 142 158 142 178 142 101 142  21 142 111  57 179]",[  2 137  85 137  85 137  85 137]
13797,"[ 26  53  26  83  26  53  26  83  26  53 146 154 146 154 146 154  61 165
  61 165  61 165 149  24  37  54  66  54  66  54  66  71]",[ 71  66  71  66  21  76 151  76]
13798,"[ 89  44 141  29 158  86  73  29 141  12 141  56   1  89 140   1  56  32
   1 109  84 119   3 109 109   1  57  55 119  48  57  57]",[ 44 114 141 129  86  73  29 114]
13799,"[123 104  63  98  70 169  73  29  48 140   7  70 167 129  73 165  70 129
  73 165  29   7 149  73 165   7  29 149  70 129 119   7]",[ 88  70 129 119  88 178 129   7]
13800,"[ 70  37  70 100  93  70  37  70 142 129  70  37  70 137 165  70  37  70
  90 165  70  37  70 105 173  70  90  37 127  70 140 105]",[ 37  70 140 165  70  37  70 140]
13801,"[117  70  79  48   8 165  66 165 173  86  25  79 113  93  86  93 173  66
  25  79  22  93  70  93  90  80 158  86  12  93  79  66]",[ 93  90 149 127 136  22  93  80]
13802,"[119  29  11 155 158  46  68  66   8 119 122 105  84  93  12 122  64  30
 102  30 102  30 102  30 102  30 102  30 102 124 102 140]",[ 25 119  25   3 140 155  79 104]
13803,"[164 111 155 164 111 180 164 155 155 164 111 180 132 155 155  58 111 180
  30 129 155 158 132 177 155 132 111 111 132 132 111 111]",[132 111 111 132 122 111 120 164]
13804,"[ 6 22  6 22  6 22  6 22 52  6 22  6 22  6 22  6 22 46  6 22  6 22  6 22
  6 22 68  6 22  6 22  6]",[ 6 22 46  6 22  6 22  6]
13805,"[143  46  46  68  66  86   3 127 173  97  20   0  68  46 143  46  46  68
  66  86   3 127 173  97  20   0  68  46 143  46  46  68]",[ 86   3 127 173  97  68  20   4]
13806,"[135 153 135 153  62  53 135  26  53  62  53  86  53  29 146  53  62  53
  86  53  29  19  53  62  53  62 153  66 135 153 135  62]",[135  26  53 135  26  53 129  52]
13807,"[159 159 145 159 159 159 159 157  35 159 159 159  38 159 159 159 159  79
 173 159 159 159  38 159  14  92  35 159 159 159  38 159]",[80 86 38 80 86 80 86 80]
13808,"[165  95  22  55  49   6  55  22  45  55  22  95  27  95  66 105  95   8
  84  27   6  84   8  17  84   8  95  49  95  86  80 165]",[ 22  49  55   6  32 107   6  55]
13809,"[ 93 140  95  89 173 140  29  29  37 140  29  86  29  80 155 105 122  79
 155   3   3 119 155   3  25   3  37 155  80 129 158 155]",[ 11 119 155  11  29  11 180 122]
13810,"[136 107 145  49 143 107  23 144 136 144 136 107 145  49 143 107  23 144
 136 144 136  49 145 145  95 171 171 174 174 174 174 153]",[143 143 143 143  40  40 153 153]
13811,"[107  25  97 165 117  25  97  80 180  25  20  93  25 105  25  20 105  25
  97  66  25 117  66  48  73  48 119  48  73  79  48 139]",[48 73 48 71 80 48 73 48]
13812,"[ 90   9  21 148 123 104  96 150  96 150  96 150  96 150  96 150  96 150
  96 150  96 150  96 150 170  69 170  69 170  69 170  69]",[ 69 170  69 170  69 170  69  81]
13813,"[ 46 108 115 145 108 145   4  46   9 148  68  46 137 108 145   4   9  46
  31  68  46 108  49 145 108 145   4 148 145   4   9 148]",[ 68  46 108 145 148   4   9 148]
13814,"[136 174 131 123 123 106 123  78 137 137 137   4   7 137 150  70 167  37
  89 165  55 165  55  70 167  70 167  37  89 105  84 105]",[ 70 167  70 167  66   8 149 113]
13815,"[ 80  93  69  70  93  81  80  93 138   8 170  93   8  91 149   8  50 165
   8 170 138   8  93   8 170  93 149   5  66  70  86   5]",[ 86 117  48 162  25  22  93  81]
13816,"[127 175  49  11  11  85  16  11  11  49  95  80 165  95  22  55  49   6
  55  22  45  55  22  95  27  95  66 105  95   8  84  27]",[84  8 17 84  8 95 49 95]
13817,"[ 50  28  50  28  50  28 103  66   8  54 162 162  70 167  25  93  73  88
  70 167   3 105  48 165  25  93  48 165 139  66  90  70]",[ 73 117 165  79  37 139  66  90]
13818,"[ 88 149  88 122  37  42  89  88 105  88  89  73  64  88 149 119 149  88
 149  88 149 119 149  88  73   1  88 105  70 105  88  29]",[ 70  73  70 105 155  34 119  73]
13819,"[ 20  84   2  27  35  47  36  35  27  20 101  42 157  75  36 120  36  75
 101 180  95  80 105  20 111 165   2  93  35 165 157 111]",[180  97  51 173 127   3  48   3]
13820,"[  7  73 119  73 119  73   7  73 119 155 113 129  29  86 127  29  86   7
  95  86  66  29  86  37 140 146  37  73   3  73  37  73]",[ 73   3  73  37 140  93 113  25]
13821,"[173  26   3 180 143  29  97 143 158  29  79 143 173  29 180 143  25  11
 136  25  11 136  25 153 129  80 155 153  37 155 153  80]",[ 62  89 105 158  62  95 158  62]
13822,"[ 11 143  80  86 148  48  11  25  11  48  11  80  86  48  11  80  86 144
  48  11  51 175  11 107  99  11 175  11  85  11  80  70]",[ 11  80  70 107  25  11 174  80]
13823,"[ 18  97 135  68  97 119 155  68 146 155 119 155  46  41 155 119  52 155
 153  18 155  11 148 180  10  71 180 180   6  95  31  53]",[ 12  95  31  53  95 125 122  68]
13824,"[136  32  70  42 106  34 106  34  70  42 106  34  70  42 106  34  70  42
 106  34  70  42 137  57  70  48 140  90 117  90  48 165]",[ 37  90  70 117  48 101 140  90]
13825,"[119  25  93 149  66  93  80 119  97 158  93 149  79  66  79  93  80  79
 119 158  93 149  79  66  79  93  80  79 119  79 170 108]",[127  11  93   7  25   7  17   7]
13826,"[ 29 119 127 129 119 173  80 119 155  29 119  80 119 129 119  11 111  80
   3 119 101  25 119  29 180  29 119  48 122 119  11  37]",[  3  25 119  37 119 122 119 119]
13827,"[  4  88 129 178 165 149  37 178  76  70  73  29 169  48   7 140  78 127
  90 139 178 158 117 178  65  76 101  20   2 169 130 177]",[ 78 177 130   2 178  20 101 178]
13828,"[ 70 178  66  76  73  70  66 167  37 149  25  93  48 165  25  93  70 167
  37  89 165  55  93  12 165  55  93  12 165  55  93  12]",[ 55  86  95  48 165  86  95  80]
13829,"[ 37 129 140  84  86  37   3  89  86  37   3 122 119  37  29 119  80  29
 119  80  29  64 119  80  25 119 105  25 119 105 119 141]",[129  29 119  80  25  22 119  80]
13830,"[ 86  86 143  16  11  11 136  16  11  11  49 145  80 165  80  86  48  11
 165  80  66  99 144  49 175  61 166 126  87  69  48 136]",[171  29 175 175  49 175  22  55]
13831,"[127 129 119 173  80 119 155  29 119  80 119 129 119  11 111  80   3 119
 101  25 119  29 180  29 119 127 129 119 173  80 119 155]",[119  80 119 129 119  11 111  80]
13832,"[117 101  25  65 117 101  70  65 117  28   9 126  91 126  91 126  91 126
  91 165  66 125   8 169  85  50  28  50  28  50  28  50]",[103  66   8  54 162 162  70 167]
13833,"[111  13  13  20  20 175  49 180 180  85  16 180 180   3 164 140 140   3
 164  11  11  85 164 140 140  85 164  11  11  10  10 140]",[ 10  10  11  11 179 164   3   3]
13834,"[ 93  69  95  12  93  93 174 122  12  93  93 107 122 125  88  88  49 122
   6  95  95 122  95  95 122  95  95  13   8   6  95 175]",[ 17  84   6  95  95 175  22   6]
13835,"[157 157  93 149  66 157 157  93  80 119 157 157  93 149  66  93  80 119
  79 158  93 149  79  66  79  93  80  79 119  79  93 149]",[ 93  80 119  36 177  93 149 157]
13836,"[121  50 126 121 121  50  50  66 121 121  50  69 128 128  16 136 116 116
  16 143  27  51  27  27  51  82  82  17  27  17  27  85]",[ 85 168  62 128  62 128  38 148]
13837,"[ 66   9  13   9  66 108  42  37  79 157 168  97  37 180  97 143 105 117
 165  79  93 117 165 143  51  84 105  17 105  28   9  66]",[ 54  28  66  87  12 105  87  69]
13838,"[165 141 129 159 132  10 129 124 132 153 129  10 132 124 129  14 141  92
 129 163  40 129 107  30 129  60 129   1 129  40 142 163]",[ 77 142 129  60 142  30 129  92]
13839,"[ 80  22  29 129  11  80   3 105  29 129 119 122  80  22 129 141  80  22
 129 141  80  22 129 141  80  22  29 129   3 105  29 129]",[ 95  66   8 105  84  73  88   3]
13840,"[ 11  80  86  48  11  80  86  48  11  80  86  62 144 153   6 153  80  86
  29  11 153  80  86 174  29  11 143  80  86 148  29  11]",[11 29 11 80 86 29 11 80]
13841,"[ 89 129 140  55  89  48  88  29 113   8  88   8  88 149   7  89  48  95
  29 149 140  55  89  88 141 113  88 140 139  84  89   3]",[ 29 113 122  88  22   3  88  29]
13842,"[ 70  37  70 100  93  70  37  70 142 129  70  37  70 137 165  70  37  70
  90 165  70  37  70 105 173  70  90  37 127  70 140 105]",[ 37  70 140 165  70  37  70 140]
13843,"[  6  95 143 122   6  95  13   8   6  95  27   8  84  49   6  40  49  40
  40  40  40  40  40  40  40  40  40  40  40  40  62  49]",[13 84  8 95 13  8 84 95]
13844,"[117  48  90  79 117  24  48 117  48 117  48  90  79 117  24  48 117  48
 117 140 117 140 117  90 117  90 117  79 117  79 117 158]",[158  65 117  65 117  65 117  65]
13845,"[165  55  78  57  55  78 167 169 129  78  88  54  89  53 167  54   8 138
  54  57 138 125  73 138   1  76  34  76  88 154 105  76]",[113  76  34 113  76  88 103 165]
13846,"[ 46 145  27  13 152 108 152 108  69 122 174  93 166  80 145 149  80 149
  80  66  80  51  13  27  13 152 108 152 108  69 119 174]",[166  11 145   7  11   7  11 127]
13847,"[122 111 120 164  36 164  36 164 164 164 132  58 120 122  58  58 157 120
 177 120 111 177 180 111 158 180 155 132 158  11 155  29]",[119  29  80 119 129  80 122 129]
13848,"[127  17 127 175 127 175  45 175  45  13  27  97  17  20  27   2 101  20
   2  35 117  28 117  54  90  61  79  65 117 156  79 140]",[ 54  28  79 170  65   2  20  69]
13849,"[  7  29  90 155  70  90  90  70 117 158 136 117   2 131  90 158 169  90
  90 169 117 158 136 117  79  86  25   7  66  25  25  66]",[  7  70  11 140  37  92  92  83]
13850,"[105 122 105  37 119 119 119 122 119 122 119 122 119 122 132 122 141 124
  29 122   3  84 122  30  25 122   3   3  22 122  10 122]",[179 124  10 119 122 124 122 141]
13851,"[177 157  38  35 111  38 101 180  38  97 158  79 173 155 140  38  11   3
  29  25  86 119  38  37  80 105 129  93  95 122  89  22]",[141  12   6  64   1  32 109 114]
13852,"[  1 142 125  42 142  64 142 141 125 142  42 140 142  89  22  89  21 167
 122  89  88 167 122 165 129  88 142  37  80  37 119  70]",[140  21  11  21 140 155  21 140]
13853,"[74 40 74 40 74 40 74 40 74 29 74 40 74 40 74 40 74 40 74 40 74 29  1 62
 56 62 56 62 56 62 56 62]",[173  56  62  56 155  56  10  56]
13854,"[167 169 129  78  88  54  89  53 167  54   8 138  54  57 138 125  73 138
   1  76  34  76  88 154 105  76 149 113  76  34 113  76]",[154 165  76 129  98 122 166  88]
13855,"[ 27  27  27  27 180  27  97  27 180  67  67 180  67  67 180  67  67  97
  67 117  67  97  27  27  27  27  27  27  27  27 171  27]",[171  27 171 171  27 171 171  27]
13856,"[122 166  88  98 167  42  98  34  42  21   4 150  60 169  52  78  46 126
  15 150  78 150  78 150  31  78   4 150  31  78  46  48]",[ 78  71 150   4  28 126  28 126]
13857,"[ 12 181  55 113  81  22 170  12  81  22  25 179  48 181   7  11 121  25
 170  11 121  68  27  68  18 164  18 164   9  28   9 160]",[ 87 108  87 145 170 145 170 104]
13858,"[ 89  26  89  89  56  26 139  89 173 155  89 155 154 140  89  11   3  89
  56 158  56  26 139  89 173 155  89 140  19 154  19  89]",[89 19 89 89 19 89 89 86]
13859,"[102 149 119  10 122 129 149  18 129 149 112 119  98 122 129  83 149 119
 176 122 129 149 119 122 129 149 119 154  73 135 176  73]",[ 63  63 119  73  71  88 149 119]
13860,"[117 119  37 149   7  48 140 155  90  25 139  73  79  70 139 119  79  70
 117  73  79  70 117  73  65  25  80  86  48  11 165 173]",[117  22 180  55  35   6  47  32]
13861,"[ 37 140  29  86  29  80 155 105 122  79 155   3   3 119 155   3  25   3
  37 155 129  80 158 155  11  11 119 155  11  29  11 180]",[122 111 180 158 158 129 180 158]
13862,"[ 78 150  78 150  78 150 133 150 133 150 169 126  54  78 150  78 150  78
 150  78 150  48  78  78 150  15 126  78 150 150  54 150]",[150  54 166  54 150 175 150 175]
13863,"[ 89  88  89  29 125  89  95  89   3 125  89  88  89   7 125  89 129  89
 140 125  89 105  89 125  89 105  89 125  89 105  89   7]",[ 89   3  88  89 155 125 122 149]
13864,"[151  90  55 127 113 118 151  90  55 127 113 118 151  90  55 127 113 118
 151  90  55 127 113 118 151  90  55 127 113 118  52  90]",[173  90 127 173  90 127 173  90]
13865,"[ 78 125   8 149  98  78 125  89 165 125  89 165  31  55  89  88  54  62
  89  95 129  89  95 129  54  55  89  88  54  62  89  95]",[  8   7 129  48  88  29  95  48]
13866,"[ 93 105  37 105  93  29  26 129  37  86  37 129  37 129  37  86  37 129
   3 144 167  37  70  25  70  37 119 122  37 119  25 119]",[140  10  93  37 119   3 119  37]
13867,"[ 49  22  49  22  22  49  49  22  81  22  81   6  81  22  81  22  81  22
  49  22  16  22 171 143  49 107  49  32  49  22  49  22]",[22 49 22 81 22 22 49 22]
13868,"[ 56  53  26  53  26  68 140  71  37  52 145  53  26  56 132 134  56  10
 153  10 153  31  29  68 129  18 148 153  52  10 153  62]",[ 40  10  52  62  14  40  10 153]
13869,"[180  95  65  35  38  65  35  95  65 180 133  79  95  22 180  81  79  22
 180  81  97  22 158  81  79 173  89  79  26  97  79  89]",[ 90  84  79 173 144  86  16  25]
13870,"[ 18  49  18  84 134  82  31  68 134 148  19  31 134 145 125  67  72  18
  18  67  31 148  67  68 145 134  46  68 134  31 148 148]",[175 175 173 175  26  68 134  82]
13871,"[102 102 158 158 102 102  79  79  51  27 173 173 107  45 173 173  27 105
  86  66 105  95   8  27  84   8  95   8  95 105 164 105]",[119 105  93 122 164  84 122  93]
13872,"[142  21 142 155 142  10 142 140 142  53 142 140  64  53  74  53  74  53
  74  53  74  53  74  11  74 153  74 153  74 153  74 153]",[153  74  11  42 107 150 140 150]
13873,"[ 86  97  66  97  86 180  93  97  70  97  80  97  70 180  17  97 117  86
  97 180   0  20  86  97  51 165  93 127  95  79 122 144]",[ 22 174  11  95 107 127 122 155]
13874,"[145 161   6  45  45  45  45  45  71 125  44  44  44  44  44 108 170 108
 108 108 108 108 108 108 108 108 113 108 108  22 108   8]",[108 108   8 108 108 108   8 108]
13875,"[ 41 117  90   9  73  90 139  90 139  79 117   9  86  48  86 158   9  70
  73  29  73  29  48 117  86  76  20 117 158  70  76 117]",[117  65 180 117   9  86  48  86]
13876,"[125 149   7  42 149  70  29  70 149  70 149  70  29  70 149   7  64 149
 119  73 119 149 140  30  70  30  73  30   3   1  73  34]",[  1  90  34  70  73 140  73  70]
13877,"[116 168  75  75  75  75  75  75  75  75  75  75  75  75  75  75  75  75
 115 115 115 115 150 136  21 169 140  70  55 167 165 167]",[127 140   7  70 141 167 127 149]
13878,"[ 37  93 108 122  93  18 141 122  31  22 122 148 129 122  22 122   1  95
  68  89  95 148 105  95  31  89  95  18  64 122  68  22]",[ 52 129 122  22 122  64 122 108]
13879,"[117 101  55  65 117  65 131 117 131 158  20 131 101 131  65 117  37  70
 158 139  90 165 127 140 127 169 140 169   7 139  21  90]",[127 140  57  42   7  48  90  55]
13880,"[ 25 109   6  86  84 175 109   6 175  84 119  25 109   6  86  84 175 109
   6 175  84 166  25 109   6  86  84   3   0 109   6  48]",[127 166 109   6  11  84 166  79]
13881,"[ 95  51  51  51  84  51  51  95  51  78  51  51  17  55  95 124 124 124
  55  45  45  95  45 124  45  49   6  95  49 124  49   6]",[ 49  95  49 128 124  49  84  95]
13882,"[  4 104 104  21 104 104 149  34   7 113 149  34   7 113 129 114  29 141
 129 114  29 141 149  34   7 113 149  34   7 113  70  42]",[167  70  42  90 167  29 141 158]
13883,"[ 86  89 122 119  22 119  22 153 122 116  18 153  10 153  10 155 155  10
 124  10 124  13  30  10 124  13 155  30 155 155  41 102]",[102  10 124  13  30  10 155 124]
13884,"[ 93 168 105  37 128   8 129 128 149  66 128  86 149 128  66  86  52  96
  46 160 115 170 170 167  32  70  22 174  12  70  22  88]",[ 73 122 124  22  73 122  93  12]
13885,"[ 12  93 138  66  34  25 138  66  12  93 138  66  34  25 138  66  12  93
 138  66  34  25 138  66  12  93 138 149  32  70  42   7]",[ 70  42 149  32  70  42   7  55]
13886,"[ 88 149 167  70 149 122 129 149  89  70  29  84 129 149  70  29 129  37
  70  29 113 129  37 155  70  73  90  88  37 173  70  73]",[ 88  37 119  73  88 149 119  73]
13887,"[105  66  86  35 130 129  80  73 130 157  93 149  25 157 157  93  80 119
 157 157  93 149  66 157 157  93  80 119 157 157  93 149]",[ 93  80 119  79 158  93 149  79]
13888,"[ 27  65 141  17 129  20  12 118  93 180  22  85  80   2  84  41 105 157
  12  82  93  35 141 143 129  36 109  97  84 120  32 180]",[145 145 159 159 159 159 159 159]
13889,"[ 66  63  63 130  63  37  63  20 149  63  63 130 149  63  63 139 149  76
  76  97  37  65  66  33  33 101 150  61  61  20  91  28]",[  2 154  20  63  33  33 101 156]
13890,"[167   1 129  37  70 141  37 129 167 129  37 129  42 141  37  70  29 141
  70  37 129  37  70  66  32 141  86  29 119 141  73  29]",[ 86  29 119 114 141  73  48  80]
13891,"[176 122 129 149 119 122 129 149 119  37 119 176 149 119 102 122 129  10
 149 119  18 122 129 149 119  98 119  41 119  98 119 164]",[122  93 178 105 119 176 122  93]
13892,"[102 153  10  41 102 153  10  41 102 153  10 144  18 153  10  41 102 153
  10 153  10  62  30  10 124  10 124  18  41 102 153  10]",[ 10 144  18  98  10 144  18 144]
13893,"[113  84 113  89   8 122 167  88 129  48 165   7 149 140  37 127  66 155
 119  90  70 155 119  90  70  48  91  91 165 178 178 117]",[158  70 139  66  90  37 127  70]
13894,"[119  29  11 155  89 119  29  22  11 155  84 119  29  12  11 155 119  29
 140  29  86  29 141 140 173 180  86  29 101 140 173  20]",[  3 111 140 173  86   3 140 155]
13895,"[173   4   3   3   9  70  86 105 101  18 139  79 145 140 140   4  73  25
  37  20   4 158 117 108 127 127 145  29  48  66   2  71]",[65 46 90 90 52  3  7 70]
13896,"[ 65 117 117  91 117  54 170  79 117  65 101  69  20 101  65 117  91  54
 117  17  97 117  97 117 175  97 117 173 127  17 127 175]",[ 48  45  90 173  90  48  79   0]
13897,"[ 42  85 149  63 119  85  70 167  85  42 167  85 149 118  66  85  80 136
 129 151 149 136 165  55 136  57  55 107 165 126  15   4]",[ 17 126  66  69 136 107 143 107]
13898,"[ 32  12 136  85  12  32  91 136 107 136  55 107  54  32  54  55  32  55
  54 107 107 162  54 162  54 107  60 176 113 176 165 113]",[ 54 107  15 162  54 162  54 107]
13899,"[ 48 155   6  80 175  80 127  84  66 127  13 127  66 127  64  25  80  25
 164  80  11  42   7  80  11   7 168  11 127  80  11  86]",[ 80  95 165  66 105 119  80   9]
13900,"[150 126 126 171 171 104 104 176 176  63  63  15  15  98  98  63  63 169
 169  23  23  31  31  26  26  53  53  77  77  83  83  53]",[154 154 131 131  18  18 179 179]
13901,"[ 26  68 140  71  37  52 145  53  26  31  68  68  71  71  18  72 148  52
  56  31  10 153  10 153  31  29  68 129  18 148 153  52]",[153  62  53  40  10  52  62  14]
13902,"[ 36 177 130 119  35 111 101  65  97  65 141 111 101  65 129  97 158 139
 173 155 127  84 173 155 127 105   7   3  29  73  86 139]",[ 97 158 139 122 173 155 140   7]
13903,"[ 11  48   7  11 127  11  48 127   7  90  11 173 127  79  90 117 173  79
  90 173 127  90  11 127   7  11  48   7  25  48  86   7]",[  7  80  48  25  86 165  70 119]
13904,"[151  91  17 104  76 151  91  17 104  76 151  91  17 104 135 166 176  18
 135 166 176 148  18 104 135 166 176  18 135 166 176  18]",[  4  21 169 163   4  21 169 163]
13905,"[140  23   3  11  87   3 140  66   3 173  66  48 127  66  48  11 119  48
 173  66  48 144  66   3 140  66   3  11 167   3 140  37]",[  3 175  80  48 127  37  48  11]
13906,"[ 97  36  35 158  20  97  35  20  35 158  36  35  20  97  35  20  35 158
  36  35 111  97 157 111 157  79  36 157 101 117   2 101]",[ 79  47   2  20 139 130  20 130]
13907,"[113  25  93  24  61  24  61  24  61  24  61  25 150  93  78  76  76  66
   8  70 167  73  88  25  93  48 165   7 149 119 122   7]",[ 70 167  11  80 116  82 116  82]
13908,"[124  73 158  26  37  86 158 118  29 101 146   3 101  62   7 101 139 125
 105 101  68  89 105  88 105 130  68  89 105 125 105  71]",[105  31  88 105  68  89 105   6]
13909,"[  9  28  18  69 174  41   9  28  28 148 102 166 166  68  27  27  46 121
 148  72  68  87  46  50 108  87  51 160  87  87  87 108]",[ 68   9  28   9 160   9  87   9]
13910,"[ 93  81  80  93 181 149  93  81  80  93 138   8 170  93   8  50 165   8
  33  80   8 170  12   8  93   8  93   8  12  55 105  84]",[ 55  93  12 165  55 105  84  93]
13911,"[ 92  22  92  92  92  92  95  92  92 129  92  92 105  92 129  92 129  92
  93  83  93  83  95  95 122 164 122 164  89 112  89 112]",[113  84 112 141 155 149 163  37]
13912,"[ 29  29 129  11  29 119  29  93 140  95  89 173 140  29  29  37 140  29
  86  29  80 155 105 122  79 155   3   3 119 155   3  25]",[ 37 155  80 129 158 155  11  11]
13913,"[  8  95 143 122  84  95  17  84 167  95  95  95  95  95 143  84 122  13
   8 143   6 122  95 143 122   6  95 143   6 122  95  13]",[  6 175  22  68  86  84   8  95]
13914,"[162 172  12 172 181 172  12 172  81  12 172  12 170 170 172  12 172 172
  12 172   5  12 172  12 172  12 172  48 118 172  12 172]",[172  29  12  25 172  12  48 172]
13915,"[142  53 119  70 142  52   1 142 142  52  53 119  70 142  52   1 132  86
  73  46  52   1 132  86  73   4   1 142 142 178  93 129]",[ 52  55  78  71  78   4 165  80]
13916,"[108  42  68 125 104 162 108 169 135 104 104 104 104  91 104  33 104 129
  73 104   9  86  31  59  56 104  59  46  26  52 154   7]",[48 59 52 46 21 68 88 70]
13917,"[56  3 32 40 74 40 74 40 74 40 74 40 74 29 74 40 74 40 74 40 74 40 74 40
 74 29  1 62 56 62 56 62]",[ 62  56  62  56 173  56  62  56]
13918,"[ 11  90  48  70  55  48   3 127  86  66  84  86  48 127  86  66   8  86
  48  11  86  80  95  86  48  11  70  80 165  70  25   3]",[105  32  70  25   3  66 105 138]
13919,"[140  29 145 155  29  11  29  11  29  11  29 145  11  73   3  73   3  73
   3  73 145   3  86  29  86  29  86  29  86 145  29  70]",[ 70  84  25  70  25  86 146  48]
13920,"[ 84  66   8   3 105  11  80   3 105  25  93  70 167  80  22 105  84  80
  22 105  84  80  22 105  84  80  22  29 129  11  80   3]",[ 29 129 119 122  80  22 129 141]
13921,"[173  53 140 173  53 173 154  53 173 154  53 173 106 123 106 123 106 123
  90  29  91 150  90  29  91 150 158   7  78 150  78 150]",[150 165  55 165  55 165  55  93]
13922,"[ 46 104 104 148   9   4   4  71  52  46  71 104  52 148  46 104 104 148
   9   4   4  71  52  46  71 104  52 148  46 104 104 148]",[  4   4  71  52  96  46 104 148]
13923,"[ 78  37  70  48 140  70 150  37 176 176 178 150 169 129 178 123 169 104
 139 123 169  70  78  78 167 169 129  78 165  55  78  57]",[ 78 167 169 129  78  88  54  89]
