,x_test,future
6296,"[ 86  66  48  11 155  48 119   6  48   3 155  25 119  12  25   3 127  25
  66  84  25  48 127  73  66   8  73  11  48  66  88  48]",[ 25  66  93  25   3 165  25  66]
6297,"[ 42   6  42   6  42   6 148  42   6  42   6  42   6  42   6   9  42   6
  42   6  42   6  42   6 104  42   6  42   6  42   6  42]",[46 46  4  4 18 18  4  4]
6298,"[46 41 46 41 46 41 24 41 24 41 24 41 24 41 24 41 24 41 24 41 24 41 24 41
 24 41 24 41 24 17 27 17]",[ 17  27  17  13 105  95  95 107]
6299,"[174  81 174  81 174  22 167  93  80  70  25 104 148 148 108 152 108 152
 170 152 108 152 108 152 108 152 108 152 108 152 108 152]",[ 93 149  66  86  25   7  31   9]
6300,"[ 95 129  66 129  95 119 104 122  88 149  88 122  29  52 129 149 119 149
 129  73  31 149 129  86 149 129 119 149 129  86 149 129]",[154 149  37  86  37 149  37 149]
6301,"[ 42  15  34  57  89  55  89 167  89  46 167  89 167 165 167  46 165 167
 165  37 165  46  37 165  37  70  37  46  70  37  70  48]",[137  48  70  48 140  48 137 140]
6302,"[173  20  97  20 127  35  20 158  90  65 158  65 127   2  65 117 140 101
 117 101  90   2 101 127  73 117 127 117 126  20 117  90]",[117  90 117  78 101 117  90  70]
6303,"[ 53 140 125  89 165 140 125 113 129 140 125  55  88 127  42 113 129  42
 113 129  42 113 129 127 139  42 113 127 129 127  42  89]",[165 140  42   8   7 129 140  55]
6304,"[ 46 148  45  18 124  44  44  45  55  49  96  49  18  49  18  84 134  82
  31  68 134 148  19  31 134 145 125  67  72  18  18  67]",[148  67  68 145 134  46  68 134]
6305,"[105  95   8   3 108 105 119  25 119 105 119 105 119  25 119 105   3   6
 105  66  29  66 105  11  66  29   3  29  66  79  64  25]",[155   3  25   3  25   3 173   7]
6306,"[165 108 122  71   8 165  80 165  71   8 165  80 165 108   8 165  71  80
 165   4   8 165  71  80 165 108  93 105  93   8  84  93]",[ 84  12  25   3 127  79 108   3]
6307,"[149 158   7 129 139  11  70  90 140 165  70 140  55  90   7 113 155  48
  89 140  29 113 149  29 167   7  70 113 105  70  93 140]",[113 165  73 167   7  73 113 165]
6308,"[ 99 108 108 108  99 108 108 108  99 108 108 108  99 108 108 108 108 108
 108 108 108 108 108 108 108 108 108 108 170 108  79  79]",[79 79 25 79 79 25 79 79]
6309,"[127  79 139  79  65 170  97  65  20 101  20  35   2  35 158  79 158 117
  78 158 117 101  65 117  65 131 117 131 158  20 131 101]",[ 65 117  37  70 158 139  90 165]
6310,"[111  35 143  17 117  17  97 180  20 166 111  35 130 166 157  51  87 172
 109  87  32  87 138  42  87 125   3  87  12  69  84  17]",[55 84 27  8 22 84 49 95]
6311,"[ 70 105  11  86 175  80  86  48  11  86 140  86 127  84  66  86  95 127
 127  66  86  95 127  11   8  86  29 105   3   3  86  29]",[ 11   3 122  73  25 105  11 127]
6312,"[156  48   7  41 140 127 156  90  48  91   7  54  48   7  91  48 139  54
 127 140  85 127  90 156 139  79  41 117  65 156 117 117]",[ 65  54 117  65  91 117  20  54]
6313,"[ 70 155 119  90  70  11  80   7 149  48 165 123 167  80  22 165  55 165
  55 175 138 144   1 175 138 165  55 149 113  80  22 123]",[148  32  46  57 115  57  96  57]
6314,"[ 11  80  86  48  11 107  80  86 174  48  11 143  80  86 148  48  11  25
  11  48  11  80  86  48  11  80  86 144  48  11  51 175]",[107  99  11 175  11  85  11  80]
6315,"[162 167  61 165  82  25   8  83  76  25  76   8  66  73  11 126  23   7
  11  90 127 162  66 108   7  69  66 113  78  78  76  69]",[ 91 126  88 165  21  21  73 126]
6316,"[ 40  56  56  56   1  56  56  56  56  56  10 140 114  64  64  11  64 141
 141 134  84 134 134 134 134 134   3 143 161  32  32  29]",[  6   6  19 125  19  19  19  19]
6317,"[ 66  54  66  54  66  71  66  71  66  71  66  21  76 151  76  78 150 150
  78 150  78  99 154  99 154  99 154  51  91  83  60   7]",[ 69 162  69 162  55  55  55  59]
6318,"[ 88   8 170  93   8  80   8  69 149   8 170  93   8  91 138   8  28  88
   8  28  80   8  28  88   8 170  93   8  80   8  69 149]",[170  93   8  91 138   8  28  88]
6319,"[ 88  78 165  37  88 129  86   1 165 149  37  89  66  37 149 165 129  73
  88  59 165  37  88  73  34  88 149  66  88  73  88  78]",[ 37  88 129  86   1 165 149  37]
6320,"[ 62  26  53  62  26  62  53  26  53  62  53  26  53  62  53  40 135  40
 148 141  54 135  54  55 148  40  10 135 141 148  40  10]",[141 148  26  62  26  31 141  13]
6321,"[ 18 144  30 153 132 155 122 132 141 122 124 158 122  97  84 122  30  79
 122  97  97  22 122  10 122  58 179 124  10 155 122 124]",[125 124 122  83  83   6 122 107]
6322,"[138   8   8   8  13 138   8   8   8 144  64 122 122 122  93  64 122 179
  32  22 138   8 121  64 122  27 161   6   6   6 161   6]",[  6 166 161   6   6  80   6 133]
6323,"[149  90  80  86  66   3 105 127  95 173   8  97  84  20   6  35 138  36
 109 161  96  96 123 123  48  80   7 149  11 165 127 129]",[167  70  66  73  29  48  80   7]
6324,"[126 146  83 146  83 146  83 146  83 146  83 146  83  54 126 156 150  46
  54  91 104 100  46  28  71  46  28 126  28 126  66   8]",[ 8 76 69 76 69 76 69 76]
6325,"[ 64 164 148 141 132 148  52 145   1 134 145  68 108  64 164 108  68  18
  12  58 180 101  20  18 141 122 129  18  80  18 129 122]",[ 22 129  80  52 119  52  80 129]
6326,"[ 97  51 165  93 127  95  79 122 144 155  22 174  11  95 107 127 122 155
 107 173   8  79 173  13 155 127  84 155 127  13  11   3]",[144   8   3 144 155  22 166  11]
6327,"[ 55 140  29 141  70  29 113 140  29 167  70  29 141   7  25  42  70  25
 167   3 122  90  89   3  90  22  79 155 113  79 155  88]",[ 48 149  90  48 113 155  48  22]
6328,"[150 175 126 175 126 150 126 150 126 150  78 150 126 150 126 150 126 150
 107 150   9   9   9   9 137 137 126  54 137 137 150  39]",[ 39 150  39  21  39  78 150  78]
6329,"[132  10 102 179  13 151   3 102 179   3 102 132  52  21  11  31   7   3
  21  31 132  52  21  11  31   7   3  21  31 123   9 123]",[123   9 123   9 123   9 137  31]
6330,"[ 90 116  42  84  89 167 116 167 105 116  37  70 133   6 113   8  95 133
  95 149 133  66  86 125  22 122  88  88  80 119  73  82]",[ 89 167  93  82  93  37  82  70]
6331,"[ 57  55  55  55 137  57  55  55  55  78  55  55  55  55  57  55 137  55
  55  28  57  55  55 137  55  55  55  28  57  55 137  57]",[137   1  89 123  42  42  42  42]
6332,"[150 140  42  78 150 140  34  53 169 127 169 151 169 151 169 151 169 151
 127 169 151 169 127  34 151 169 127  34 151 169 173 138]",[126 139 126  91 126  91 126  91]
6333,"[ 31 105  88 104 113  88 149 119 149  88 104  73 135   7 104 176 104  73
   9   7  98 173   9  62   9   7  18   3   3  18 135  71]",[68 86 86 51 86 31 29 62]
6334,"[ 73 155   7  73 119 155  63 119  73   7  73 119  73 119  73   7  73 119
 155  63 119  73   7  73 119  73 119  73   7  73 119 155]",[113  29  86   7  29  86   3  95]
6335,"[ 28 139 117  54 139  90  61 139  79 156  65 117  61  79 139 156  90 117
  54  28 139 117  54 139 127  28 140   7  69 127  79 170]",[ 90 170 127 140  69   7  48  91]
6336,"[165 138  80  73  80 165 172  80  25  66 149 172  66  73  66 165  57  66
  70  37 165  57  37  73  66  80 138  66  25  70  80   8]",[48 73 80  8 73 48 73 80]
6337,"[  7 149   3 105  29 129  73  88  70 167 119 122  37  89 149 113 105  84
 129 141  93  12 129 141 105  84 149 113  37  89 119 122]",[ 95  25  93  29 129   3 105   7]
6338,"[ 37  29  95 149  37  86 129 149  37  73 125  88 105  37 105  88 105  88
 105  37 105  88  73  42  88 105  37 105  88 105  88 105]",[105  88  73 138  88 149  66 149]
6339,"[173 173  66 105 127   3 127 139 102 155   3 155 173 165  95 155  11 155
 173  80 155  48 155 134  13 134  13  26  68  26  68 134]",[134  31 134  68 134  68 134  31]
6340,"[  7  31   9   9 121 174  81 174  81 174  93  80  70  25  11  90 174  46
 143 107 143 107 165  80  86  48  11 173 107   4 174  85]",[ 85 174  85  80  70  25  11  90]
6341,"[ 70   2 111  37   2 130  66   2  70 130  66   2  70  98  29   7  65  29
 158   7 130  37   2  70 130  37   2  70 101  48 117 140]",[ 48 117 140  20  70  73  65  29]
6342,"[142 129  70  37 142  70 137 165  70  37  70  90 165  70  37  70 105  70
  37 127  70 140 165  70  37  70 140  93  70  37 131  70]",[140  66 127 165  85  66 173 167]
6343,"[ 61  42  48  55  61  42  48  55  61  42  48  55  28 138  48 127 139 117
  20 117 127  66 139  73 117  48  20 127 130 139 117  48]",[117  79  24  65  79 139  28 117]
6344,"[ 95  80 124 119  66  51  95 165 143  80 105  13   8  95 165 105 127  84
 140  27 127 140 127   3  27  25  25   8  27  86  27 110]",[ 48   3   7  11 140 127 173   6]
6345,"[ 73  29  73  86 124  46  11  95  88  95 122  71  18  31 148  68  46  37
  25  29  25 153  52 155  95  88  95 122  71  18 148  46]",[71 80 48  3 48 83 71 71]
6346,"[ 70  37 119 122  37 119  25 119  37 140  10  93  37 119   3 119  37 119
  37 119   7  29 129 119 149   7  10 141 149 119  29 119]",[119 149 119  29 119 125 149   7]
6347,"[101  48   7 117 140 127 155  90  47 155  90 177  66 130   7 177  66 130
   7  20  70  65 155  20  70  65 155  65  48 117 140  65]",[117 140  47 165 117  48 131 167]
6348,"[ 89   1  66   8  70 167  66   8 149 113 129 141 167  42  80  22  70 167
  80  22  93  12 167  42  22  32  95   6 165  55  95   6]",[ 32  55  57   6 161  55  57   6]
6349,"[ 22  81  22 116  41  56  26 100 178  16 148  38  22  81  22  80  22  37
  89  80  22  37  89  80  22  66   8  70 167  86  95  70]",[ 86  95  70 167  73  88  25  93]
6350,"[ 79 145 140 140   4  73  25  37  20   4 158 117 108 127 127 145  29  48
  66   2  71  97  65  46  90  90  52   3   7  70  35  52]",[180 104 173 173  46   7  11  86]
6351,"[ 95 143  11  62  95 143 139  62  89  62  26 139 175  22 175  45  13  84
  97 134  62  95 143 153  22 144  62 143 144 153  22 140]",[136  90  38  95 143  38  95 143]
6352,"[  6 141 140 173 158 141 173 140  29 140 173 127  32 141 173 158 155 141
 139 158 155 139 117  11 114 141 139  97  11 141 173 158]",[155 139  11 109 155 173   3  84]
6353,"[ 57 105 109  80  32 165  57 105 109  80  32 165  57 105 109  80  32  56
   1   1   1   1  56   1  56  56  56  56  31  31  31  31]",[31 56 56 56 46 46 46 46]
6354,"[ 88 149 101  88 149 117  88 149  97 125 105 139  88 105  97  88 139 105
  97  88 139 105 140 125   3 105 140  88   3 105 139  88]",[105 139  88 127 105 155 125   7]
6355,"[ 95  92  38  11  95 140  11  38  11  95   7   7  38 127  11  95   7  11
 133  25  95  22  11  81  25  22  11  81   3  22  29  81]",[86 89 25 26  3 25 89  3]
6356,"[129   9 145  18  52 135 129  52  53  71 145  31  56  68  52  18  73 153
  71   3 145  29  31  26 140 140 140 140 140 140 178 178]",[178 178 178 178  48 178  48 178]
6357,"[ 88 139  55  88  66  88 158  55  88 117  66  88  90  55 167  37 167  55
 167  37 167  55 167  37 167 127  55 167 140 165 167 127]",[ 88  66  88 139  55  88  66  88]
6358,"[155  37  70  11 158 119  11  83  70 140  90 129 140 155  86  80 140  90
 119 140 153  29  11 173  93  11 155  37  70  11 158 119]",[180  70 111 173 129  97 101  86]
6359,"[ 12  85  32  80  12  85  32  80  12  85  32  80  12  85  32  80  12 174
  32  70  12 174  32  70  12 174  32  70  12 174  32  70]",[136  32  25  12 136  32  25  12]
6360,"[174  48 173 175  11  90   3 127  48  11  80  86  48  11 107  80  86 144
  48  11 174 175  11 175  99  11  85  11 175  11  80  86]",[ 11 107  80  86 144  48  11 174]
6361,"[ 55  86 141  73  55  48 125  29   6  48 125  11  64   7 138  11  64 155
  32 127  34 155  32 139  57 114 172 114 114 172 114 114]",[114 142   1  32   1  42  64   1]
6362,"[ 71  80 165 108  12 170 170 170 170 170  11 170 170   7 170   3 170 170
   7 170   7  32  90   7  96  96  48  96  29  96  96  48]",[ 48  34 127  33  33  33  11 170]
6363,"[127  73 117 127 117 126  20 117  90  70 117  90 117  78 101 117  90  70
  65 158  90  98 127   7  25  93  48 165  25  93  70 167]",[ 89 165  55  93  12 165  55  93]
6364,"[127  66 140  37   3 105  25  93  70 167  37  89  70 167  86  95  66   8
  86  95  66   8 105  84  66   8  86   6  25  12  48  55]",[ 84  11  22 127   8 155 122 173]
6365,"[122 141 155  11  29  29 129  11  29 119  29  93 140  95  89 173 140  29
  29  37 140  29  86  29  80 155 105 122  79 155   3   3]",[155   3  25   3  37 155  80 129]
6366,"[ 55 113   5  12 125  12  42  64  42 100   1 100   1 138 100  42   1   6
   1  19 125  19 125  19 125 154  84 135 113 154  84 135]",[154  84 118  53 118  53 118  53]
6367,"[ 42  25  12  70  42  37   1  70  42  29 141  70  42  29 141  70  42  37
   1  70  42  48  55  70  42  48  55  70  42  37   1  70]",[48 55 70 42 48 55 70 42]
6368,"[ 69 104 151  68 151  68 106  68  68 151  68  78  46  78 150  78 150  90
  37 173 165 139  66 173 139  65  73  97  65  20   7  20]",[101  65  29 101  65 117 158  66]
6369,"[177 120 111 177 180 111 158 180 155 132 158  11 155  29  11 119  29  80
 119 129  80 122 129  80 119 122 129  80 119 122 129  80]",[122 129  80 119 122 129  80 119]
6370,"[ 42  85 149  63 119  85  70 167  85  42 167  85 149  63  66  85  37 178
 129 151 149 178 165  55 178  57  55  78 165 126  15   4]",[ 91   8  66  69 131 126  91 126]
6371,"[140 158  86  11 173  93  11 155  37  70  11 158 119  11  83  70 140  90
 129 140 155  86  80 140  90 119 140 153  29  11 173  93]",[155  37  70  11 158 119  11 180]
6372,"[ 80 132 132 132 119  52 141 114 132 132  52 132 132 132  52 132 132 132
  52 132 132 132 108 172  12 121 121 121 121 121 121 121]",[ 80 121 121 121 119 108 172  12]
6373,"[ 46  46 125 113  46  46  68 141  31 113 104 113 113 113   4  89  71 113
  90  52 113  46  90  88 155 149 140  37   7 119   7   4]",[ 54 135 169  21   7  90  71 155]
6374,"[165  70  37  70 105  70  37 127  70 140 165  70  37  70  31  93  70  37
  70   9  95  86 145  66  86 108  95  86  46  66  86  68]",[ 86  66  86 108  95  25 119  25]
6375,"[105  89  86  37 140 122 105  29 119  11 129  29 119  11 129  29 119  11
 122 129 119  37   3  93 119  37   3  93 119  37  11 141]",[ 11  29  29  11  29 119  29 140]
6376,"[129  29  37  48 129   7  95 127 129 140  95  29  37  48  88  37  88  66
  88  37  46  88  80  46  88  37  52  95  37  46  88  37]",[129  37  31 165  37  73  37 165]
6377,"[122 129 149 129 122  29  40 129  40 149  40  66  40 149 129  40 149  40
 129  40 149  40  66 149 161 129   7 145 149  37  29  37]",[ 37   6 149 141  37  29 113  37]
6378,"[ 25  93  93  12  93  12  93  12 121  64 138  93  32 138  93  64  32  93
  64  32  87  12  93 172  93 172  93 172 118 173  52  90]",[104  90 128   9 127 128 145 127]
6379,"[165 143  51  84 105  17 105  28   9  66  28  54  28  66  87  12 105  87
  69 105  87  12 105 171 126  69  69 105  85  11  32  93]",[  3  93  49   6 165  49 143  49]
6380,"[139  97 140  20  84 127 173  97 127 111  64 155  67 139  97 155  27  84
  35 130  27  84  35 111 122 155  67 139  97 155  36  84]",[ 35 177  97  36 122  97  67 111]
6381,"[155 129   7  29  25  29  73  86  89 129  73  25  29 149   3   7 140 155
 173 139 146  97 158 139 173 155 140   7   3  29  84   7]",[ 29 128  73  86 119  66  86  29]
6382,"[122 105 148  93 105  68 119 105  93 105 122 105 148  93 105   9 119 105
  18  93 105  46 122 105 148  93 105  68 119 105  93 105]",[105 148  93 105   9 119 105  18]
6383,"[ 98 146  89  62 146  37 146  89 146  37 128  89 128  37 128  89 128  37
 128  89 128  37 153  22 144  62  80 144  62  22  85  35]",[159 159 159 159 159 159 159 157]
6384,"[ 91  54 131  98  98 106  70  66 106 149  91 165  48 178 165 137 104  28
  46  71 137   4  31   4  46 137  31 137 104 137  46 142]",[  4  52  31  53   4 135  46  52]
6385,"[139   8 173 139  79 105 139  79 158  79 158  79  89 139  79 158 102  79
 158  97 158  97 158  22  79 158  97  10 158  97 180  65]",[ 20  22 101  20   2 126  20   2]
6386,"[ 64 108 122  52  32  22  71 138   8 108 108 108 108 127  11  93   7  25
   7  17   7  25   7  93  11  79  25 173 124 155 127  25]",[11 93  7 25  7 17  7 25]
6387,"[105  68 129 105   4  84 105 108 129 105 145  66 105 129 105  84 105   9
 129 105 148  66 105  68 129 105  68 122 105  52  93 105]",[119 105  93 105  12 149 145  93]
6388,"[ 86   6  80  95 165  66 105 119  80   9  84  66   9  13   9  66  68   8
  86  68  14  86  97  22 119 171 117 144 180 119  97 108]",[ 25  83  25  12  80 144  80  27]
6389,"[102 144 102 144 102 144 102 144 102  13  68 102 144 102 144  13  68 144
 102  83 154  83 154  83 154  83 154  83 154  83 154  53]",[154  68 146  71  63  40 154 146]
6390,"[124  55  86  86 124 165 173 173 102 105  79  79  51  84 173 173  51  22
  86  86 107  22  86  86 143  16  11  11 136  16  11  11]",[145  80 165  80  86  48  11 165]
6391,"[113  29  29  55  37  29  89 140  73 113 119  73  55 140  29 141  70  29
 113 140  29 167  70  29 141   7  25  42  70  25 167   3]",[ 90  89   3  90  22  79 155 113]
6392,"[ 95  95  13   8   6  95  13   6   8  95 175   6  22  95  13   6   8  95
  49 122   6  95  13  84   8  95  95  95  95  95  17  84]",[ 95  17   6  84  95 143   6  55]
6393,"[ 56 155 144 140  11 140 155 144  18 116  10 153  10  38  38  38  38  38
  38 158 153 153 108  38 153 173 116  86 116 173 116  86]",[ 90  70   3 155 179 127 140   3]
6394,"[127  66 155 119  90  70 173  86  79  25 153 145  95  38  95  38 145 153
  95 153  95 134 145  83  95  83  95  38 145 153  95 153]",[153 145   6  38   6  38 145 153]
6395,"[167  21  66 167  66  76  17 131 136  76 136  76  17  15  21 167  21  66
 167  66  76  17 131 136  76 136  76  17  15  21 167  21]",[167  66 131  70  78  78 167 169]
6396,"[ 88 146 105 140 119 113 155  98 129 155 119 122 155  98 129 155  29  22
 129 158 135  80 158 103 119 129 158 124  73 158  26  37]",[158 118  29 101 146   3 101  62]
6397,"[105 119 109  73   3 105  67 119 109  73   3 105  67 119 109  73   3 105
  67  18  52  18  18 104 158  65 158  65 158  65 158  65]",[ 65 158  65 158  65 158  65 158]
6398,"[  8   8  13 138   8   8   8 144  64 122 122 122  93  64 122 179  32  22
 138   8 121  64 122  27 161   6   6   6 161   6   6   6]",[161   6   6  80   6 133 161   6]
6399,"[ 70   7  91   3  91   7 140  91   7  91   3 127  88  91 140   7 139  76
  90 127  79 139  90  97 146 158 139  33  34 109  34 138]",[ 34  42 138   1  12 125  42 149]
6400,"[  6  42   6   4  42   6  42   6  42   6  42   6 148  42   6  42   6  42
   6  42   6   9  42   6  42   6  42   6  42   6 104  42]",[ 42   6  42   6  42 141  46  46]
6401,"[ 28   8  28   8  87  93  87  93 170  43 170  43 118  69 136 174  90 173
  90  11 126  11  48  70  70 107 167  98  95 123 167 113]",[123 167  85  11 167   7  95   5]
6402,"[165  48 165  48 165  25  93  48 165  27  13  27  13  27  13  17  17  17
  17  17  17 178 178  17  17  51  51  51  51  78  78  51]",[144 144 144 144  54  54 144 144]
6403,"[172  12 172  12 172  29  12  25 172  12  48 172  48 118  69  25  25  93
  48 165  25  93  70 167  80  22  25  93  90  70  90  70]",[80 25 86 70 80 93 80 70]
6404,"[  3  48  25  22  86  22  70  66  22  80  22 105 165  22 105  80 165 105
  80 165  95 105  93  80 165 165  55 105  84  80  22 165]",[105  12  80  55 165  57 105 109]
6405,"[166 161   6   6  80   6 133 161   6   6   6 161   6   6   6 161   6   6
   6 151 149  42 167 167 167  42 167  37 167  66 167  70]",[167 106  42  42 137  57  55  55]
6406,"[ 84  90  89  79 167  90  89 140  84   3  12  25  42  70   1  37 109  70
   1  25  42  70   1  37 109  70   1  25  42  70   1  37]",[ 70   1  25  42  70   1  37 109]
6407,"[ 64  84   6 141  64  22   1 141  32  22 109 122 114  32 141 114  22  32
 141  64  22 122 114  32 141 114  22  32 141  64  22 122]",[ 32 141 114  22  32 141  64  22]
6408,"[149  66 157 157  93  80 119 157 157  93 149  66  93  80 119  79 158  93
 149  79  66  79  93  80  79 119  79  93 149  66  93  80]",[ 36 177  93 149 157  66 157  93]
6409,"[113 149 165  37 119  70 129  73  88  29 167  48 122  89 113 149 165  37
 119  70 129  73  88  29 167  73  88  29 167  48 122  29]",[ 48 122   7   8  48 167   7   8]
6410,"[  4   4 137  90  28  40 163 137  90 140  90 117 137 117 158 178 117  91
 140  97   7  65 137 101 133  20  59 111 149  21   2  37]",[130 106   2  40  20 106  65 117]
6411,"[103  93 180 129 103  52 103  52 103  52  50  52  50  52  50  52  50  52
  50  52  50  52  50  52  81 108 152 108 152 108 152 108]",[108 152 108 152 108 152 108 136]
6412,"[149  85  62 113 144  85  80  22  80 180  22  11  80 180  22 101  89 140
  37 101  89  83  89  98 146  37  98 146  89  62 146  37]",[ 89 146  37 128  89 128  37 128]
6413,"[119  52  80 129 145   1  95 105 145  37  68 105  95 108  64 122  93 108
  37  68  93 122  52 141 122 129  80 129 122  18 132  52]",[29 25  3 29 29 29 29 25]
6414,"[  3  90  58  79  90 140  79  97  79  90  97 101  97  79 101   2 101  97
 101   2 101  97 101   2 101  97 101   2 101  97 101   2]",[ 97 101   2 101  97 101 111 101]
6415,"[ 46  46  46  46  46  46  28  28 126  91 126  91 126  91 126  91 165  66
 125   8 169  85 165  55 149 113  80  22  66   8  70 167]",[ 88 105  84  73  88 149 113  25]
6416,"[ 62  10  62  74  62  74  21  74  86  26  62  26  62  26  26  27 136  27
  26  27  26 179  26  25 128   3 155  79  97 111 100  81]",[ 81 119  81 179 175 179  48 116]
6417,"[140  29  42 141 140  90 158 141  90 140  29 140  90 155 114 141 139 158
 155 141 139  97 155 139 180 140   1 141  90 101 155 141]",[111  90 158   2 139 117 130 158]
6418,"[154  84 135 113 154  84 135 113 154  84 118  53 118  53 118  53  26  53
  26  83  26  53  26  83  26  53 146 154 146 154 146 154]",[165  61 165  61 165 149  24  37]
6419,"[ 22 149 113  80 132  37 119  86  25  29   3  11 140 155 173  79 132 141
  84  22  89 122  95 101  93 180  97  35 179 111 179 101]",[ 10  97 158  79  80 173 155 140]
6420,"[ 71  99  71  99 154  99 154  99 154  99 154  99 154  99 154  99 154  99
 154  99 154  99 154  99 154  99 154  13  17  13  17  13]",[ 13   8   6  95  95 175  22   6]
6421,"[ 28 140   7  69 127  79 170 139  90 170 127 140  69   7  48  91  54 130
  47  91 130  47  54 130   2  41 130 157 156  47  41 157]",[156   2  47  54  91 130  47  54]
6422,"[165  55  95   6   4  88 129 178 165 149  37 178  76  70  73  29 169  48
   7 140  78 127  90 139 178 158 117 178  65  76 101  20]",[169 130 177  47  78 177 130   2]
6423,"[ 76  69  76  69  76 126  91  23 126  23 126  76  69 126  91 126  91  76
  69  76  69  76  69 126  91  69 131  28   9  28   9  28]",[ 28   9 131 126  91  91  54  54]
6424,"[104  95 149   7 129 149   7  95 149   7 129 149   7 167 149   7 129 149
   7   8 149   7 129 149  11  22  80 165  80  22  66 105]",[ 66  11  22  80 165  80  43  22]
6425,"[  2  90 157  79  81  81  80 120  93 157 167   2  22 180  12  79  42  90
  32  11 172  90  32  79  42 180  12   2  22 157 167 120]",[ 81  81 170 170  81  81 170 170]
6426,"[ 18 104 135 166 176  18 135 166 176  18  52   4  21 169 163   4  21 169
 163 104  31 178  46  78  92  52  31 178  46  78  92 104]",[169  98  94 104 169  98  94   4]
6427,"[ 52 141   7 129 158  80  54 142   1   1 142  89 140 142 100  46 119  48
 117  46 119  48 117  44  52  29  21  73  29 142   1  89]",[142 100  57 119  55  48  57 119]
6428,"[ 89   3 154  88   3 139  88  73  76 149  73  90 125  25  83  88  25  77
  71  73  76  63  73  79  88   3 178  25   3 154  71   3]",[63  7 65  8  7 69 93  7]
6429,"[178  90 167 101  90 101   2 178  76  39  76  39  78 137 127 167  65 127
  65  20  76 127 167  65 127  65  20  76 127 167  65 127]",[ 20  76  78 137  78 137  98 123]
6430,"[ 70   9  95  86 145  66  86 108  95  86  46  66  86  68  95  86  66  86
 108  95  25 119  25 145  95  86  66  86  18  95 119  80]",[  9  95  66 105  66 148  95  80]
6431,"[ 86  35 101  97 101  37  35  80  95  47  35 180 180  86  35 180 117 180
 119  35  37 105  36  35 101 101  86  35 101  97 101  37]",[119 129 120 177 111 111  29 177]
6432,"[153  40  10 135 153  40  10 135 153  26  62  26  53  62  26  62  53  26
  53  62  53  26  53  62  53  40 135  40 148 141  54 135]",[ 55 148  40  10 135 141 148  40]
6433,"[119 155   3  25   3  37 155 129  80 158 155  11  11 119 155  11  29  11
 180 141 122 111 180 158 158 129 180 158 155 158  93 101]",[ 89  35 101 158 158  37 101 158]
6434,"[ 70  86 105 101  18 139  79 145 140 140   4  73  25  37  20   4 158 117
 108 127 127 145  29  48  66   2  71  97  65  46  90  90]",[  3   7  70  35  52  65 180 104]
6435,"[127 140  78   7  48  29 178  73  70 178  66  76  73  70  66 167  37 149
  25  93  48 165  25  93  70 167  37  89 165  55  93  12]",[ 55  93  12 165  55  93  12 165]
6436,"[127  66  86  95 127  11   8  86  29 105   3   3  86  29 105  11   3 122
  73  25 105  11 127  25   3 105 155 139 167   3 140  83]",[117   3 140  83  97  11  93  70]
6437,"[153 129 132 155 153 129 132 179  89  26 136  26  26  26  89  26 122 155
  30  25  58  29   3 122  58  25 132 129 124 132 129 124]",[136  22 136 173 153  22 153 158]
6438,"[158 132 180 158 155 155 158 155  11  11 132 155  11  29  29  11  29 119
 144  30 180 141 111 180 158 158 132 180 158 155 155 158]",[ 11  11 132 155  11  29  29  11]
6439,"[131 149 149 127 131 127 149 127 149 127  17 173 149  90 127 149 173 127
  17 127 149 127 149  20  17  20 149  20 149 127  76  86]",[ 76  86 127  76  86  20  51  86]
6440,"[ 89  89  19  89  89  86  53  29  73  89  86  89 119 146  86 125  73  29
 125   3  11 135   3 129  11 140 129 155 173  26 173  89]",[89 26 89 89 26 89 89 56]
6441,"[105 149 141 119  29   7 129 119  29  73 119  73  86   1   7   3  29  89
  73  86 119  37 149 105 125  37  73   3  88  37  73  86]",[ 86 119  34   3  29  73 113  86]
6442,"[ 78 150 126 150 126 150 126 150 107 150   9   9   9   9 137 137 126  54
 137 137 150  39 150  39 150  39  21  39  78 150  78 150]",[150  78 150   9   9   9   9 137]
6443,"[127 155  86  48 119 173   3  51  66  86  48   3  66  86  11 127  84  66
  86  95 127 127  66  86  95 127  11   8  66  86  95   3]",[ 66  86  95  11   3  22 119  86]
6444,"[ 22  84  49  95  29  52  11  52  90 173  52  79  52 158  11 107 107 175
  49 175  81  81  49   6  12  55  84  22   8  97 167 117]",[ 20 136 180 136  97 117 143  79]
6445,"[141  89 122  68  12  89 122  31  12  84 122 104 141 113 122  68  89 167
 105  52 108 122 105  37 108 122 105  37  52 122 105 108]",[145 122 105 108  37  52 129  80]
6446,"[ 83  89  98 146  37  98 146  89  62 146  37 146  89 146  37 128  89 128
  37 128  89 128  37 128  89 128  37 153  22 144  62  80]",[62 22 85 35 95 86 25 29]
6447,"[129  37  86 141  37 129  95 129  37 129   6 141  37  86  29 141  86  37
 129  37  86  66  32 141  86  29 119 141  73  29 119  73]",[ 80 114 141  73   3  80 141  86]
6448,"[ 37 105  88   1  73  89 149 129  86 149 129   3  88  37 149  29  95  37
 149  73 154  88 105  37 105  88 105  88 105  37 105  88]",[ 88 105  37 105  88 105  17  88]
